tipo,modulo,simbolo_contrato,assinatura_campos,linha,confianca,consumo_relacao
function,forja_n3_shadow_replay.py,run_replay,"(state_root: Path, output_json: Path, output_md: Path) -> dict",226,EXTRACTED,defines
function,forja_n3_shadow_replay.py,main,() -> None,255,EXTRACTED,defines
cli-command,forja_n3_shadow_replay.py,<global>,"--state-root, --output-json, --output-md",257,EXTRACTED,accepts_option
function,forja_n4_anti_fraud_audit.py,_snapshot,"(case_dir: Path, sidecar: dict) -> dict",23,EXTRACTED,defines
function,forja_n4_anti_fraud_audit.py,evaluate,(snapshot: dict) -> dict,40,EXTRACTED,defines
function,forja_n4_anti_fraud_audit.py,run,() -> dict,106,EXTRACTED,defines
function,forja_n4_baseline.py,_protected,"(case_dir: Path) -> dict[str, str]",18,EXTRACTED,defines
function,forja_n4_baseline.py,run,"(*, initialize_n3: bool) -> dict",32,EXTRACTED,defines
function,forja_n4_baseline.py,main,() -> None,74,EXTRACTED,defines
cli-command,forja_n4_baseline.py,<global>,--initialize-n3,76,EXTRACTED,accepts_option
function,forja_n4_common.py,issue,"(code: str, detail: str, *, severity: str = <default>, artifact: str | None = <default>) -> dict",99,EXTRACTED,defines
function,forja_n4_common.py,semantic_payload,(payload: dict) -> dict,106,EXTRACTED,defines
function,forja_n4_common.py,expected_content_hash,(payload: dict) -> str,110,EXTRACTED,defines
function,forja_n4_common.py,artifact_path,"(case_dir: Path, filename: str) -> Path",114,EXTRACTED,defines
function,forja_n4_common.py,build_envelope,"(case_dir: Path, filename: str, content: dict, *, source_hashes: list[str], producer_run_id: str, reviewer_run_id: str | None = <default>, applicability: str = <default>, status: str = <default>) -> dict",120,EXTRACTED,defines
function,forja_n4_common.py,write_artifact,"(case_dir: Path, filename: str, payload: dict) -> Path",158,EXTRACTED,defines
function,forja_n4_common.py,append_trace,"(case_dir: Path, action: str, *, run_id: str, detail: dict, status: str = <default>) -> None",173,EXTRACTED,defines
function,forja_n4_common.py,validate_envelope,"(case_dir: Path, filename: str, payload: Any) -> list[dict]",186,EXTRACTED,defines
function,forja_n4_common.py,load_artifact,"(case_dir: Path, filename: str) -> dict | None",226,EXTRACTED,defines
function,forja_n4_common.py,validate_file,"(case_dir: Path, filename: str, validator: Callable[[dict], list[dict]] | None = <default>) -> tuple[dict | None, list[dict]]",230,EXTRACTED,defines
function,forja_n4_common.py,ids_unique,"(items: list[dict], key: str, code: str) -> list[dict]",242,EXTRACTED,defines
function,forja_n4_corpus.py,run,() -> dict,27,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,_load,(path: Path) -> dict,21,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,_save,"(path: Path, payload: dict) -> None",25,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,_copy_case,"(source: Path, parent: Path) -> Path",31,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,_codes,(report: dict) -> set[str],37,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,run,(source: Path = <default>) -> dict,41,EXTRACTED,defines
function,forja_n4_e2e_adversarial.py,main,() -> None,137,EXTRACTED,defines
cli-command,forja_n4_e2e_adversarial.py,<global>,"--case, --output",139,EXTRACTED,accepts_option
function,forja_n4_invalidation.py,invalidate,"(case_dir: Path, trigger: str, *, reason: str, actor: str = <default>) -> dict",32,EXTRACTED,defines
function,forja_n4_invalidation.py,main,() -> None,59,EXTRACTED,defines
cli-command,forja_n4_invalidation.py,<global>,"case, trigger, reason",61,EXTRACTED,accepts_option
function,forja_n4_m6_cycles.py,_docx_semantic_text,(path: Path) -> str,76,EXTRACTED,defines
function,forja_n4_m6_cycles.py,run,(key: str) -> dict,87,EXTRACTED,defines
cli-command,forja_n4_m6_cycles.py,<global>,case,253,EXTRACTED,accepts_option
function,forja_n4_m6_prepare.py,_extract_text,(docx_path: Path) -> str,42,EXTRACTED,defines
function,forja_n4_m6_prepare.py,_render,"(pdf_path: Path, pages_dir: Path) -> list[Path]",53,EXTRACTED,defines
function,forja_n4_m6_prepare.py,_contact_sheet,"(pages: list[Path], target: Path) -> None",64,EXTRACTED,defines
function,forja_n4_m6_prepare.py,prepare,(key: str) -> dict,82,EXTRACTED,defines
function,forja_n4_m6_prepare.py,approve,"(key: str, reviewer: str) -> dict",119,EXTRACTED,defines
function,forja_n4_m6_prepare.py,main,() -> None,144,EXTRACTED,defines
cli-command,forja_n4_m6_prepare.py,<global>,"command, case, --reviewer",146,EXTRACTED,accepts_option
function,forja_n4_pilot_cafelana.py,run,() -> dict,21,EXTRACTED,defines
function,forja_n4_pilot_science.py,_article_text,(xml: str) -> str,22,EXTRACTED,defines
function,forja_n4_pilot_science.py,run,() -> dict,27,EXTRACTED,defines
function,forja_n4_validate.py,_settlement,(payload: dict) -> list[dict],66,EXTRACTED,defines
function,forja_n4_validate.py,_recipient_map_validator,(config: dict) -> Validator,119,EXTRACTED,defines
function,forja_n4_validate.py,_pilot_blocking_finding,(item: dict) -> bool,150,EXTRACTED,defines
function,forja_n4_validate.py,_target_phase,(case_dir: Path) -> str,154,EXTRACTED,defines
function,forja_n4_validate.py,_required_files,(config: dict) -> set[str],162,EXTRACTED,defines
function,forja_n4_validate.py,_source_registry_findings,"(case_dir: Path, case_manifest: dict, *, require_verifiable: bool = <default>) -> tuple[set[str], list[dict]]",173,EXTRACTED,defines
function,forja_n4_validate.py,_registered_source_path,"(case_dir: Path, case_manifest: dict, digest: str) -> Path | None",214,EXTRACTED,defines
function,forja_n4_validate.py,_result_core,(payload: dict) -> dict,231,EXTRACTED,defines
function,forja_n4_validate.py,_council_ready,(theses: dict) -> bool,238,EXTRACTED,defines
function,forja_n4_validate.py,_global_replay_findings,"(files: dict[str, dict]) -> list[dict]",252,EXTRACTED,defines
function,forja_n4_validate.py,_effective_named_mode,"(config: dict, case_dir: Path, namespace: str, override: str | None = <default>) -> tuple[str, str]",353,EXTRACTED,defines
function,forja_n4_validate.py,_effective_mode,"(config: dict, case_dir: Path, override: str | None = <default>) -> tuple[str, str]",380,EXTRACTED,defines
function,forja_n4_validate.py,effective_signature_lite_mode,"(config: dict, case_dir: Path, override: str | None = <default>) -> tuple[str, str]",384,EXTRACTED,defines
function,forja_n4_validate.py,_schema_findings,"(filename: str, payload: dict) -> list[dict]",391,EXTRACTED,defines
function,forja_n4_validate.py,_cross_reference_findings,"(files: dict[str, dict]) -> list[dict]",411,EXTRACTED,defines
function,forja_n4_validate.py,validate_case,"(case_dir: Path, *, target_phase: str | None = <default>, write: bool = <default>, mode_override: str | None = <default>) -> dict",435,EXTRACTED,defines
function,forja_n4_validate.py,management_summary,(case_dir: Path) -> dict,564,EXTRACTED,defines
function,forja_n4_validate.py,main,() -> None,656,EXTRACTED,defines
cli-command,forja_n4_validate.py,<global>,"case, --target-phase, --no-write",658,EXTRACTED,accepts_option
class,forja_official_sources.py,_OfficialHtmlText,(HTMLParser),42,EXTRACTED,defines
method,forja_official_sources.py,_OfficialHtmlText.__init__,(self) -> None,45,EXTRACTED,defines
method,forja_official_sources.py,_OfficialHtmlText.handle_starttag,"(self, tag: str, attrs) -> None",50,EXTRACTED,defines
method,forja_official_sources.py,_OfficialHtmlText.handle_endtag,"(self, tag: str) -> None",54,EXTRACTED,defines
method,forja_official_sources.py,_OfficialHtmlText.handle_data,"(self, data: str) -> None",58,EXTRACTED,defines
function,forja_official_sources.py,normalize_evidence_text,(value: str) -> str,63,EXTRACTED,defines
function,forja_official_sources.py,source_excerpt_sha256,(value: str) -> str,72,EXTRACTED,defines
function,forja_official_sources.py,_extract_source_text,(path: Path) -> str,76,EXTRACTED,defines
function,forja_official_sources.py,_response_text,"(body: bytes, content_type: str) -> str",98,EXTRACTED,defines
function,forja_official_sources.py,_fetch_official,"(url: str, timeout: int = <default>) -> dict",117,EXTRACTED,defines
function,forja_official_sources.py,_candidate_anchors,(text: str) -> list[str],148,EXTRACTED,defines
function,forja_official_sources.py,validate_live_official_source,"(path: Path, record: dict, *, required_excerpt: str | None = <default>, fetcher = <default>) -> dict",166,EXTRACTED,defines
function,forja_official_sources.py,_official_url,(value: str) -> bool,224,EXTRACTED,defines
function,forja_official_sources.py,_urls_from_text,(text: str) -> list[str],233,EXTRACTED,defines
function,forja_official_sources.py,_identity_from_name,(path: Path) -> dict | None,237,EXTRACTED,defines
function,forja_official_sources.py,_identity_present,"(text: str, identity: dict | None) -> bool",256,EXTRACTED,defines
function,forja_official_sources.py,build_manifest,"(cache_dir: Path = <default>, output: Path = <default>) -> dict",300,EXTRACTED,defines
function,forja_official_sources.py,validate_cached_source,"(path: Path, manifest_path: Path = <default>, *, cache_dir: Path = <default>, require_live: bool = <default>, required_excerpt: str | None = <default>, fetcher = <default>) -> dict",334,EXTRACTED,defines
function,forja_official_sources.py,sidecar_path,(source: Path) -> Path,376,EXTRACTED,defines
function,forja_official_sources.py,validate_archived_source,"(path: Path, *, require_live: bool = <default>, required_excerpt: str | None = <default>, fetcher = <default>) -> dict",380,EXTRACTED,defines
function,forja_official_sources.py,validate_source_path,"(path: Path, *, require_live: bool = <default>, required_excerpt: str | None = <default>, fetcher = <default>) -> dict",447,EXTRACTED,defines
function,forja_official_sources.py,main,() -> int,472,EXTRACTED,defines
cli-command,forja_official_sources.py,<global>,"--build-manifest, --validate, --live",474,EXTRACTED,accepts_option
function,forja_p0.py,_payload,(achado: dict) -> dict,37,EXTRACTED,defines
function,forja_p0.py,_severidade,(achado: dict) -> str,59,EXTRACTED,defines
function,forja_p0.py,_resolvido,(achado: dict) -> bool,68,EXTRACTED,defines
function,forja_p0.py,_achados,(resultado: dict) -> list,79,EXTRACTED,defines
function,forja_p0.py,_declarado,(resultado: dict),88,EXTRACTED,defines
function,forja_p0.py,validar_p0,"(resultado, *, produtor = <default>, revisor = <default>)",105,EXTRACTED,defines
function,forja_package.py,release_policy_hash,() -> str,48,EXTRACTED,defines
function,forja_package.py,_protocolable_content,"(item: dict, markdown: dict, files: dict | None = <default>) -> bool",74,EXTRACTED,defines
function,forja_package.py,_artifact,"(state: dict, artifact_id: str) -> dict",114,EXTRACTED,defines
function,forja_package.py,_f7_metrics,"(payload: dict, document_key: str | None) -> dict",131,EXTRACTED,defines
function,forja_package.py,_pending_citations,(metrics: dict) -> list[str],140,EXTRACTED,defines
function,forja_package.py,_unresolved_markers,(metrics: dict) -> list[str],145,EXTRACTED,defines
function,forja_package.py,validate_f7,"(artifact: dict, *, document_key: str | None, release_policy: str, markdown: dict) -> dict",153,EXTRACTED,defines
function,forja_package.py,_ledger_entries,(payload: Any) -> list[dict],202,EXTRACTED,defines
function,forja_package.py,_citation_key,"(item: dict) -> tuple[str, str, str]",214,EXTRACTED,defines
function,forja_package.py,_markdown_paragraphs,(markdown_path: Path) -> list[str],218,EXTRACTED,defines
function,forja_package.py,_document_binding,"(item: dict, markdown: dict) -> tuple[dict, list[str]]",223,EXTRACTED,defines
function,forja_package.py,_denied_search_actions,() -> set[str],268,EXTRACTED,defines
function,forja_package.py,_brief_routes,"(case_dir: Path | None) -> tuple[str | None, set[str]]",276,EXTRACTED,defines
function,forja_package.py,validate_source_ledger,"(artifact: dict, *, release_policy: str, expected_citations: list[dict] | None = <default>, markdown: dict | None = <default>, case_dir: Path | None = <default>) -> dict",292,EXTRACTED,defines
function,forja_package.py,validate_context_artifact,"(artifact: dict, *, markdown: dict, release_policy: str) -> dict",420,EXTRACTED,defines
function,forja_package.py,validate_fidelity,"(artifact: dict, *, files: dict) -> dict",435,EXTRACTED,defines
function,forja_package.py,_email_claims,"(email_text: str, pending: list[str]) -> list[str]",494,EXTRACTED,defines
function,forja_package.py,validate_adversarial_bundle,"(state: dict, item: dict) -> dict",506,EXTRACTED,defines
function,forja_package.py,validate_definition,"(case_dir: Path, definition: dict) -> dict",554,EXTRACTED,defines
function,forja_package.py,build_package,"(case_dir: Path, definition_path: Path, *, publish_pointer: bool = <default>) -> dict",767,EXTRACTED,defines
function,forja_package.py,revalidate_package_manifest,"(case_dir: Path, manifest: dict) -> dict",851,EXTRACTED,defines
function,forja_paragrafos.py,_norm,(texto: str) -> str,67,EXTRACTED,defines
function,forja_paragrafos.py,_unidades,(prov: dict) -> list,71,EXTRACTED,defines
function,forja_paragrafos.py,_tem_lastro,(unidade: dict) -> bool,79,EXTRACTED,defines
function,forja_paragrafos.py,_e_editorial,(unidade: dict) -> bool,89,EXTRACTED,defines
function,forja_paragrafos.py,_rotulo,(unidade: dict) -> str,99,EXTRACTED,defines
function,forja_paragrafos.py,_hashes_do_texto,(texto: str) -> set,110,EXTRACTED,defines
function,forja_paragrafos.py,validar_paragrafos_lastreados,"(prov, draft_texto = <default>)",117,EXTRACTED,defines
function,forja_paragrafos.py,carregar_e_validar,(pasta),212,EXTRACTED,defines
function,forja_phase_contracts.py,load_contract,(phase: str) -> dict,14,EXTRACTED,defines
function,forja_phase_contracts.py,validate_all,() -> list[dict],49,EXTRACTED,defines
function,forja_pilot_m4.py,append_unique_many,"(existing, values)",42,EXTRACTED,defines
function,forja_pilot_m4.py,limpar_corpo,(doc),50,EXTRACTED,defines
function,forja_pilot_m4.py,eh_titulo,(texto),58,EXTRACTED,defines
function,forja_pilot_m4.py,montar_piloto,"(case_key, peca_fonte)",67,EXTRACTED,defines
function,forja_post_protocol.py,safe_component,"(value: str, fallback: str, *, limit: int = <default>) -> str",105,EXTRACTED,defines
function,forja_post_protocol.py,content_key,"(case_id: str, attachment_hash: str) -> str",111,EXTRACTED,defines
function,forja_post_protocol.py,evidence_key,"(account_id: str, thread_id: str, message_id: str, attachment_id: str) -> str",115,EXTRACTED,defines
function,forja_post_protocol.py,_record,"(case_dir: Path, event_type: str, key: str, payload: dict, *, artifact_hashes: dict | None = <default>) -> tuple[dict, bool]",119,EXTRACTED,defines
function,forja_post_protocol.py,_parse_timestamp,(value: str | None) -> datetime | None,145,EXTRACTED,defines
function,forja_post_protocol.py,_baseline_records,(case_dir: Path) -> list[dict],155,EXTRACTED,defines
function,forja_post_protocol.py,resolve_ai_baseline,"(case_dir: Path, *, received_at: str) -> tuple[dict | None, list[str]]",179,EXTRACTED,defines
function,forja_post_protocol.py,_delivery_timestamp,(message: dict) -> str,224,EXTRACTED,defines
function,forja_post_protocol.py,_sent_baseline_candidates,"(demand: dict, *, human_suffix: str, received_at: str, get_message) -> list[dict]",235,EXTRACTED,defines
function,forja_post_protocol.py,_walk_gmail_parts,(payload: dict),278,EXTRACTED,defines
function,forja_post_protocol.py,backfill_baseline_from_gmail,"(case_dir: Path, demand: dict, *, human_suffix: str, received_at: str, get_message, get_attachment, shadow: bool) -> dict | None",286,EXTRACTED,defines
function,forja_post_protocol.py,_select_return_parts,"(parts: list[dict]) -> tuple[list[dict], list[dict], str | None]",398,EXTRACTED,defines
function,forja_post_protocol.py,_text_similarity,"(first: Path, second: Path) -> float",422,EXTRACTED,defines
function,forja_post_protocol.py,_verified_protocol_link,(link: dict) -> bool,439,EXTRACTED,defines
function,forja_post_protocol.py,classify_protocol,"(human_path: Path, *, declaration_text: str = <default>, evidence_paths: list[Path] | None = <default>, explicit_links: list[dict] | None = <default>) -> tuple[str, list[dict], list[str]]",447,EXTRACTED,defines
function,forja_post_protocol.py,_folder_labels,"(protocol_status: str, piece_name: str, process_id: str, date_label: str) -> tuple[str, str]",514,EXTRACTED,defines
function,forja_post_protocol.py,_index_path,(case_dir: Path) -> Path,527,EXTRACTED,defines
function,forja_post_protocol.py,_load_index,(case_dir: Path) -> dict,531,EXTRACTED,defines
function,forja_post_protocol.py,_set_index_state,"(case_dir: Path, ckey: str, state: str, **updates: Any) -> None",538,EXTRACTED,defines
function,forja_post_protocol.py,_require_post_protocol_enabled,() -> None,551,EXTRACTED,defines
function,forja_post_protocol.py,_block_capture,"(case_dir: Path, ckey: str, manifest_path: Path, manifest: dict, *, reason_codes: list[str], detail: str, human_artifact_id: str, protocol_status: str) -> dict",556,EXTRACTED,defines
function,forja_post_protocol.py,_write_artifact_checked,"(case_dir: Path, filename: str, content: dict, source_hashes: list[str], validator, *, producer_run_id: str) -> dict",596,EXTRACTED,defines
function,forja_post_protocol.py,_archive_prior_post_protocol_artifacts,"(case_dir: Path, incoming_content_key: str) -> None",622,EXTRACTED,defines
function,forja_post_protocol.py,_sanitize_changes,(changes: list[dict]) -> list[dict],642,EXTRACTED,defines
function,forja_post_protocol.py,_preserve_change_reviews,"(changes: list[dict], prior_changes: list[dict]) -> list[dict]",666,EXTRACTED,defines
function,forja_post_protocol.py,_learning_candidates,"(changes: list[dict], existing: list[dict] | None = <default>) -> list[dict]",681,EXTRACTED,defines
function,forja_post_protocol.py,_regression_proposals,(candidates: list[dict]) -> list[dict],750,EXTRACTED,defines
function,forja_post_protocol.py,ingest_return,"(case_dir: Path, attachment_path: Path, *, account_id: str, thread_id: str, message_id: str, attachment_id: str, received_at: str, original_name: str | None = <default>, piece_name: str = <default>, process_id: str = <default>, declaration_text: str = <default>, evidence_paths: list[Path] | None = <default>, explicit_evidence_links: list[dict] | None = <default>, producer_run_id: str | None = <default>) -> dict",777,EXTRACTED,defines
function,forja_post_protocol.py,promote_learning,"(case_dir: Path, candidate_id: str, *, content_key_value: str = <default>, approved_by: str, fixture_id: str, test_id: str, evidence_runs: list[str], evidence_case_ids: list[str] | None = <default>, scope: str = <default>, scope_key: str | None = <default>) -> dict",1269,EXTRACTED,defines
function,forja_post_protocol.py,_learning_payload_for_content,"(case_dir: Path, candidate_id: str, content_key_value: str = <default>) -> tuple[Path, dict]",1434,EXTRACTED,defines
function,forja_post_protocol.py,_write_learning_payload,"(case_dir: Path, path: Path, payload: dict) -> None",1459,EXTRACTED,defines
function,forja_post_protocol.py,_write_human_diff_payload,"(case_dir: Path, path: Path, payload: dict) -> None",1472,EXTRACTED,defines
function,forja_post_protocol.py,resolve_learning_origin,"(case_dir: Path, candidate_id: str, *, content_key_value: str, origin: str, evidence_id: str, decided_by: str) -> dict",1485,EXTRACTED,defines
function,forja_post_protocol.py,rebuild_comparison,"(case_dir: Path, ckey: str, *, producer_run_id: str | None = <default>) -> dict",1539,EXTRACTED,defines
function,forja_post_protocol.py,_message_header,"(message: dict, name: str) -> str",1715,EXTRACTED,defines
function,forja_post_protocol.py,_case_for_demand,"(demand_id: str, demands: list[dict]) -> str | None",1722,EXTRACTED,defines
function,forja_post_protocol.py,_sender_allowed,(message: dict) -> bool,1746,EXTRACTED,defines
function,forja_post_protocol.py,scan_gmail,"(*, query: str, max_results: int = <default>, shadow: bool = <default>) -> dict",1762,EXTRACTED,defines
function,forja_post_protocol.py,main,() -> None,1995,EXTRACTED,defines
cli-command,forja_post_protocol.py,<global>,,1999,EXTRACTED,accepts_option
cli-command,forja_post_protocol.py,ingest,"case, attachment, --account-id, --thread-id, --message-id, --attachment-id, --received-at, --original-name, --piece-name, --process-id, --declaration-text, --evidence",1998,EXTRACTED,accepts_option
cli-command,forja_post_protocol.py,promote,"case, candidate_id, --content-key, --approved-by, --fixture-id, --test-id, --evidence-run, --evidence-case, --scope, --scope-key",2015,EXTRACTED,accepts_option
cli-command,forja_post_protocol.py,rebuild,"case, content_key",2026,EXTRACTED,accepts_option
cli-command,forja_post_protocol.py,resolve-origin,"case, candidate_id, --content-key, --origin, --evidence-id, --decided-by",2029,EXTRACTED,accepts_option
cli-command,forja_post_protocol.py,scan-gmail,"--query, --max-results, --shadow",2011,EXTRACTED,accepts_option
function,forja_post_protocol_contracts.py,_hash_findings,"(value: object, field: str, code: str) -> list[dict]",86,EXTRACTED,defines
function,forja_post_protocol_contracts.py,_raw_key_findings,"(value: object, prefix: str = <default>) -> list[dict]",90,EXTRACTED,defines
function,forja_post_protocol_contracts.py,validate_post_protocol_return,(payload: dict) -> list[dict],104,EXTRACTED,defines
function,forja_post_protocol_contracts.py,validate_protocol_evidence,(payload: dict) -> list[dict],125,EXTRACTED,defines
function,forja_post_protocol_contracts.py,validate_document_comparison,(payload: dict) -> list[dict],165,EXTRACTED,defines
function,forja_post_protocol_contracts.py,validate_learning_candidate,(payload: dict) -> list[dict],185,EXTRACTED,defines
function,forja_post_protocol_contracts.py,validate_post_protocol_baseline_backfill,(payload: dict) -> list[dict],246,EXTRACTED,defines
function,forja_precedente.py,validate_legal_research_trace,"(payload: dict, mode: str = <default>, *, denied_actions: set[str] | None = <default>, case_dir: Path | None = <default>) -> list[dict]",66,EXTRACTED,defines
function,forja_precedente.py,_regime_findings,"(rotulo: str, regime: dict) -> list[dict]",181,EXTRACTED,defines
function,forja_precedente.py,_vigencia_findings,"(rotulo: str, card: dict, operation: str) -> list[dict]",223,EXTRACTED,defines
function,forja_precedente.py,_contrario_findings,"(rotulo: str, card: dict) -> list[dict]",261,EXTRACTED,defines
function,forja_precedente.py,validate_anchor_cards,"(entries: list[dict], *, selected_route_id: str | None = <default>, compared_route_ids: set[str] | None = <default>) -> list[dict]",294,EXTRACTED,defines
function,forja_precedente.py,anchor_ids,(entries: list[dict]) -> set[str],407,EXTRACTED,defines
function,forja_precedente.py,failed_anchor_routes,"(findings: list[dict], entries: list[dict]) -> set[str]",416,EXTRACTED,defines
function,forja_produto.py,_texto,"(fonte: dict, campos) -> str | None",52,EXTRACTED,defines
function,forja_produto.py,_conferir,"(fonte, campos, gate, rotulo, piso, achados, *, obrigatorio = <default>)",68,EXTRACTED,defines
function,forja_produto.py,validar_definicao_produto,(classificacao),96,EXTRACTED,defines
function,forja_produto.py,validar_pergunta_jurisdicional,(blueprint),136,EXTRACTED,defines
function,forja_produto.py,validar_uso_final,(ledger),168,EXTRACTED,defines
function,forja_pso_pet.py,issue,"(code: str, detail: str, *, severity: str = <default>, dimension: str | None = <default>) -> dict",26,EXTRACTED,defines
function,forja_pso_pet.py,_text,(value: Any) -> bool,33,EXTRACTED,defines
function,forja_pso_pet.py,_norm,(value: Any) -> str,37,EXTRACTED,defines
function,forja_pso_pet.py,_ids,"(items: list[dict], key: str, code: str, findings: list[dict]) -> set[str]",41,EXTRACTED,defines
function,forja_pso_pet.py,_parse_iso,(value: Any) -> datetime | None,53,EXTRACTED,defines
function,forja_pso_pet.py,_registry,"(payload: dict) -> tuple[dict[str, dict], list[dict]]",63,EXTRACTED,defines
function,forja_pso_pet.py,_check_refs,"(refs: list[str], registry: dict[str, dict], findings: list[dict], *, owner: str, allow_final: bool = <default>) -> None",78,EXTRACTED,defines
function,forja_pso_pet.py,validate_plan,(payload: dict) -> list[dict],96,EXTRACTED,defines
function,forja_pso_pet.py,_dimension,"(code: str, checks: list[tuple[str, bool, str]]) -> dict",259,EXTRACTED,defines
function,forja_pso_pet.py,measure_plan,(payload: dict) -> dict,272,EXTRACTED,defines
function,forja_pso_pet.py,audit_n4_case,(case_dir: Path) -> dict,371,EXTRACTED,defines
function,forja_pso_pet.py,_valid_fixture,() -> dict,454,EXTRACTED,defines
function,forja_pso_pet.py,mutation_benchmark,() -> dict,536,EXTRACTED,defines
function,forja_pso_pet.py,benchmark,(state_root: Path) -> dict,588,EXTRACTED,defines
function,forja_pso_pet.py,main,() -> None,610,EXTRACTED,defines
cli-command,forja_pso_pet.py,<global>,,614,EXTRACTED,accepts_option
cli-command,forja_pso_pet.py,audit-case,case,615,EXTRACTED,accepts_option
cli-command,forja_pso_pet.py,benchmark,"--state-root, --output",617,EXTRACTED,accepts_option
cli-command,forja_pso_pet.py,validate-plan,plan,613,EXTRACTED,accepts_option
cli-command,forja_pso_pet.py,write-example,--output,620,EXTRACTED,accepts_option
function,forja_qa_paginas.py,_densidade,"(img: Image.Image, y0: int = <default>, y1: int | None = <default>) -> float",36,EXTRACTED,defines
function,forja_qa_paginas.py,analisar_pasta,(pasta: Path) -> dict,48,EXTRACTED,defines
function,forja_qa_paginas.py,main,(argv = <default>) -> int,103,EXTRACTED,defines
function,forja_reasoning.py,validate_question_tree,(payload: dict) -> list[dict],31,EXTRACTED,defines
function,forja_reasoning.py,validate_coverage,(payload: dict) -> list[dict],89,EXTRACTED,defines
function,forja_reasoning.py,_dependency_cycles,(edges: list[dict]) -> list[list[str]],112,EXTRACTED,defines
function,forja_reasoning.py,validate_graph,(payload: dict) -> list[dict],138,EXTRACTED,defines
function,forja_reasoning.py,validate_theses,(payload: dict) -> list[dict],160,EXTRACTED,defines
function,forja_reasoning.py,validate_conducts,(payload: dict) -> list[dict],184,EXTRACTED,defines
function,forja_reasoning.py,validate_decision_factors,(payload: dict) -> list[dict],199,EXTRACTED,defines
function,forja_reasoning.py,nivel_probatorio,(kind: str | None) -> str,237,EXTRACTED,defines
function,forja_reasoning.py,_fontes_do_mapa,"(payload: dict) -> dict[str, str]",242,EXTRACTED,defines
function,forja_reasoning.py,_idade_em_horas,"(momento: str | None, agora: datetime | None = <default>) -> float | None",251,EXTRACTED,defines
function,forja_reasoning.py,validate_recipient_map,"(payload: dict, *, freshness_hours: int | None = <default>, agora: datetime | None = <default>) -> list[dict]",262,EXTRACTED,defines
function,forja_reasoning.py,validate_signature_brief,(payload: dict) -> list[dict],352,EXTRACTED,defines
function,forja_reasoning.py,_pool_de_ids,"(case_dir: Path, filename: str, chave: str, bloco: str) -> set[str] | None",426,EXTRACTED,defines
function,forja_reasoning.py,validate_brief_references,"(brief: dict, case_dir: Path) -> list[dict]",445,EXTRACTED,defines
function,forja_reasoning.py,validate_case,(case_dir: Path) -> dict,520,EXTRACTED,defines
function,forja_reasoning.py,main,() -> None,535,EXTRACTED,defines
cli-command,forja_reasoning.py,<global>,case,537,EXTRACTED,accepts_option
function,forja_recomputo_censo.py,_ler,(caminho) -> dict,32,EXTRACTED,defines
function,forja_recomputo_censo.py,_texto,(caminho) -> str | None,45,EXTRACTED,defines
function,forja_recomputo_censo.py,_artefatos_da_tentativa,"(pasta: Path, resultado: dict) -> list[dict]",52,EXTRACTED,defines
function,forja_recomputo_censo.py,_raiz_do_caso,(pasta: Path) -> Path | None,70,EXTRACTED,defines
function,forja_recomputo_censo.py,_irmao_promovido,"(pasta: Path, fase: str, nome: str) -> Path | None",77,EXTRACTED,defines
function,forja_recomputo_censo.py,_produtores,"(pasta: Path, resultado: dict | None = <default>) -> list",92,EXTRACTED,defines
function,forja_recomputo_censo.py,censo,(raiz = <default>) -> dict,260,EXTRACTED,defines
function,forja_recomputo_censo.py,_relatar,(laudo: dict) -> None,294,EXTRACTED,defines
cli-command,forja_recomputo_censo.py,<global>,--json,323,EXTRACTED,accepts_option
function,forja_reconcile.py,classificar_integracoes,"(status, bridge)",38,EXTRACTED,defines
function,forja_reconcile.py,finding,"(code, severity, detail)",65,EXTRACTED,defines
function,forja_reconcile.py,reconciliar_gates,"(gates_anteriores, historico_anterior, findings, *, at)",69,EXTRACTED,defines
function,forja_reconcile.py,evidencia_de_entrega,"(item, entregas, manual_entry)",114,EXTRACTED,defines
function,forja_reconcile.py,auditar_demanda,"(item, entregas, manual_items, pastas_vistas, threads_vistos)",134,EXTRACTED,defines
function,forja_reconcile.py,gravar_state,"(demanda, findings, case_status, evidence, integracoes)",197,EXTRACTED,defines
function,forja_reconcile.py,main,(),250,EXTRACTED,defines
function,forja_red_team.py,_itens_enumerados,(texto: str) -> int,43,EXTRACTED,defines
function,forja_red_team.py,validar_red_team,(relatorio),47,EXTRACTED,defines
function,forja_red_team.py,_itens_rechecados,(recheck: dict) -> list,88,EXTRACTED,defines
function,forja_red_team.py,validar_recheck_adversarial,(recheck),98,EXTRACTED,defines
function,forja_red_team.py,validar_exame_adversarial,"(relatorio, recheck)",174,EXTRACTED,defines
function,forja_redacao.py,_origem_operacional,(texto: str) -> list,39,EXTRACTED,defines
function,forja_redacao.py,_estilo_p0,(texto: str) -> list,49,EXTRACTED,defines
function,forja_redacao.py,validar_redacao,"(prov, draft_texto = <default>)",54,EXTRACTED,defines
function,forja_regimento_gate.py,_bloco,"(dados: dict, campos) -> dict",49,EXTRACTED,defines
